cb_2020_3,tcc_mean
1400000US13067030327,43.97769851014911
1400000US13067030329,47.32006087981148
1400000US13067030331,52.06548695498752
1400000US13067030332,40.25657102266945
1400000US13067030334,34.98892181666993
1400000US13067030335,59.62523401501304
1400000US13067030337,52.51070816568406
1400000US13067030340,47.332561578623576
1400000US13067030341,49.04746117263148
1400000US13067030342,50.21483461950754
1400000US13067030343,51.16810720938656
1400000US13067030344,24.622467337438046
1400000US13067030345,16.838591669531244
1400000US13067030346,48.04785056511482
1400000US13067030347,48.759669210704274
1400000US13067030348,44.62107654525558
1400000US13067030349,42.106067979258306
1400000US13067030350,43.72247209277121
1400000US13067030351,51.32573327980873
1400000US13067030352,42.780352102134636
1400000US13067030353,51.89098846266582
1400000US13067030354,62.6010468547318
1400000US13067030355,19.725780354052432
1400000US13067030356,51.740417698328436
1400000US13067030357,45.481088539474065
1400000US13067030358,42.02891700952046
1400000US13067030359,45.0556966742922
1400000US13067030360,47.0825479707645
1400000US13067030361,42.45413264056728
1400000US13067030362,45.7580046131186
1400000US13067030363,39.65599921245148
1400000US13067030364,41.07927768428687
1400000US13067030365,46.02926725507767
1400000US13067030366,43.334160951523714
1400000US13067030367,37.028832412467416
1400000US13067030368,45.63380283499856
1400000US13067030369,41.340315931808135
1400000US13067030370,48.84538020220231
1400000US13067030405,34.82591519597497
1400000US13067030407,44.65725291354675
1400000US13067030408,40.094239351034034
1400000US13067030409,45.90252685482661
1400000US13067030410,47.867506210928106
1400000US13067030411,12.785579245785007
1400000US13067030412,20.309064686809634
1400000US13067030413,32.73956871189236
1400000US13067030414,16.358653208994916
1400000US13067030505,36.80153767072107
1400000US13067030506,36.963577233348275
1400000US13067030507,41.08025266823414
1400000US13067030508,21.253801749530915
1400000US13067030509,40.85204763938581
1400000US13067030510,49.4091756789757
1400000US13067030511,45.30568004051
1400000US13067030602,53.04040409834618
1400000US13067030603,27.65340289299483
1400000US13067030604,47.04353000518589
1400000US13067030700,23.48982324562882
1400000US13067030800,24.0520126216151
1400000US13067030906,57.92373667860907
1400000US13067030907,55.97848544761022
1400000US13067030908,40.523945877740246
1400000US13067030909,31.184014487385284
1400000US13067030910,38.517675065388325
1400000US13067030911,38.12950556856705
1400000US13067030912,33.473127037486
1400000US13067031001,20.373149196718344
1400000US13067031004,37.347961751383984
1400000US13067031005,40.64613182108803
1400000US13067031006,34.202638904629694
1400000US13067031007,42.29487318601878
1400000US13067031101,26.98596420565058
1400000US13067031110,33.686051811252085
1400000US13067031111,27.495008746249987
1400000US13067031112,46.43688276765494
1400000US13067031113,10.629293105791447
1400000US13067031114,30.91616535170132
1400000US13067031115,44.40235861348763
1400000US13067031116,32.05791260896806
1400000US13067031117,50.65961303894051
1400000US13067031118,46.2017689117886
1400000US13067031119,42.59001019785476
1400000US13067031120,42.00583027941311
1400000US13067031121,33.613983844219725
1400000US13067031122,24.353701566713497
1400000US13067031207,25.65239533793204
1400000US13067031209,37.00179930195759
1400000US13067031212,51.085295698221735
1400000US13067031213,42.38507461166673
1400000US13067031214,19.74661513090989
1400000US13067031215,20.541564330625576
1400000US13067031216,32.29164974795242
1400000US13067031217,44.97560192464787
1400000US13067031218,18.922765115379168
1400000US13067031219,47.002452994344814
1400000US13067031220,42.60910137582605
1400000US13067031221,30.988556100405226
1400000US13067031306,40.957228185292564
1400000US13067031308,46.20006285358576
1400000US13067031314,41.03729423835984
1400000US13067031315,55.64309224489478
1400000US13067031316,44.63225628391308
1400000US13067031317,49.763822240291255
1400000US13067031318,48.7266348799283
1400000US13067031319,39.366504801093846
1400000US13067031320,36.510899542462255
1400000US13067031321,30.832545277077152
