cb_2020_3,dist_water_m
1400000US13089021609,721.3074255246496
1400000US13089021703,817.9785908511819
1400000US13089021707,1084.1579001008217
1400000US13089021708,1028.6506756003648
1400000US13089021709,436.6740224524913
1400000US13089021710,599.6773313913418
1400000US13089021711,1164.9319292660693
1400000US13089021712,740.79495729139
1400000US13089021808,471.59821620640105
1400000US13089021812,914.0393310926501
1400000US13089021813,782.6012853418214
1400000US13089021815,618.1909821814096
1400000US13089021816,669.3021285989673
1400000US13089021817,1061.016891927252
1400000US13089021818,1115.9121638186446
1400000US13089021819,498.77171418388326
1400000US13089021820,369.19036962283025
1400000US13089021821,569.542259845104
1400000US13089021822,513.1339436006497
1400000US13089021823,579.5442226711698
1400000US13089021824,1085.0094938565444
1400000US13089021906,569.299352060444
1400000US13089021908,509.1080897005995
1400000US13089021910,1213.7622314316377
1400000US13089021911,414.67717952234665
1400000US13089021912,610.6108375062138
1400000US13089021913,446.76577402626174
1400000US13089021914,446.17348533091035
1400000US13089021915,371.17455191057644
1400000US13089021916,590.9729658243646
1400000US13089021917,538.9378641815524
1400000US13089022001,1050.651919370131
1400000US13089022005,986.7243647713838
1400000US13089022007,1268.7231689712573
1400000US13089022010,507.8539964671983
1400000US13089022011,567.9283308117197
1400000US13089022012,936.9707021535539
1400000US13089022013,547.9864997483345
1400000US13089022014,811.9252550538986
1400000US13089022015,563.4320229322835
1400000US13089022016,1209.5159389994221
1400000US13089022100,889.2670904744099
1400000US13089022203,1655.6113811215555
1400000US13089022205,1327.6648413479638
1400000US13089022206,1039.1206118590646
1400000US13089022302,741.7708269636888
1400000US13089022303,1057.9564105140435
1400000US13089022304,814.9445755606318
1400000US13089022401,1628.511264273292
1400000US13089022403,915.9049845112208
1400000US13089022404,1153.7069710001624
1400000US13089022405,375.4288804314267
1400000US13089022501,2244.537876732826
1400000US13089022502,1842.1359403860085
1400000US13089022601,1724.1370205016265
1400000US13089022602,1486.3261369311313
1400000US13089022700,1636.8703909723106
1400000US13089022800,1278.6206271192661
1400000US13089022900,1023.9925518346125
1400000US13089023000,641.3811783475497
1400000US13089023101,2022.7118074687742
1400000US13089023102,797.6372613368815
1400000US13089023107,1744.5084705297875
1400000US13089023108,862.0477185795093
1400000US13089023111,772.7427075121725
1400000US13089023112,592.8161627151142
1400000US13089023113,1104.8428014471144
1400000US13089023114,745.29696534514
1400000US13089023115,558.6778792035896
1400000US13089023209,601.2062724581624
1400000US13089023211,793.1276990817009
1400000US13089023212,625.247104663459
1400000US13089023213,777.8598250329184
1400000US13089023214,601.9337197730022
1400000US13089023215,512.1313365752492
