cb_2020_3,water_pct,developed_pct,barren_pct,forest_pct,shrub_pct,grassland_pct,pasture_hay_pct,cultivated_crops_pct,woody_wetlands_pct,herbaceous_wetlands_pct,impervious_mean
1400000US36001014201,0.07879656160458452,54.84957020057306,0.0,35.121776504298,0.0,0.0,0.20057306590257878,6.439828080229226,2.9656160458452723,0.3438395415472779,17.652363896848136
1400000US36001014202,0.0,62.233981364316115,0.0,18.68169791786495,0.0,0.0,0.0,9.32934545036236,9.720464741746232,0.034510525710341654,16.405268606925112
1400000US36001014203,0.0,54.86725663716814,0.04097017371353654,19.501802687643398,0.0,0.0,0.03277613897082924,15.41297935103245,10.037692559816454,0.10652245165519501,13.237260497350183
1400000US36001014301,5.775710824584366,22.63499401264307,0.019493720237266424,39.24364365479406,0.0,0.044557074828037536,0.1559497618981314,18.067893842769223,12.255980394887075,1.8017767133587679,7.141924443859418
1400000US36001014303,0.1588271227855834,55.027489309712884,0.0,18.875992669517412,0.0,0.0,0.0,13.072693952351862,12.376298106291998,0.4886988393402566,14.407167685484838
1400000US36001014304,0.03548112404200965,27.753335225659946,0.6457564575645757,36.621250827892894,0.0,0.02128867442520579,0.07569306462295393,24.20995363799792,10.105024127164349,0.5322168606301447,12.002113396204976
1400000US36001014401,5.480041528919974,10.759951913882135,4.317504986202563,64.17857435589191,0.0,0.22130542881342039,0.3722575885904757,9.025709680063386,5.320209830332505,0.3244446873036256,2.7816001559422743
1400000US36001014402,0.2820874471086037,77.36248236953456,0.023507287259050304,19.558062999529856,0.0,0.18805829807240243,0.023507287259050304,1.998119417019276,0.5641748942172073,0.0,30.048872180451127
1400000US36001014501,0.12790240062967337,13.938082119900303,0.009838646202282565,55.1078971533517,0.0,0.09510691328873147,0.1131444313262495,22.125475534566444,7.966023875114785,0.5165289256198348,2.746365052576918
1400000US36001014502,0.9215917265249528,10.52637065918829,0.13031557218961437,62.951804088781394,0.0,0.27314143930943174,0.15116606373995267,20.579435160183902,4.158630539714974,0.30754475036748996,1.9858221917033567
1400000US36001014503,0.06525285481239804,54.07830342577488,0.01631321370309951,30.0489396411093,0.0,0.04893964110929853,0.03262642740619902,4.584013050570963,10.65252854812398,0.4730831973898858,15.1489396411093
1400000US36001014606,0.1291722641314457,28.846750025834456,0.0,21.272088457166475,0.0,0.025834452826289142,0.17050738865350834,26.273638524336057,22.610313113568253,0.6716957734835176,7.091134626094881
1400000US36001014608,0.0,97.27800089245872,0.0,0.4239178937974119,0.0,0.0,0.0,0.0,2.298081213743864,0.0,42.80678268630076
1400000US36001014609,0.0,60.00834608429545,0.0,25.525107803588813,0.0,0.0,0.0,4.618166643483099,9.834469328140214,0.013910140492418973,19.54611211573237
1400000US36001014611,0.11254924029262803,29.330332020258865,0.005627462014631401,45.13787281935847,0.0,0.016882386043894203,0.016882386043894203,16.961170512099045,8.058525604952168,0.36015756893640966,6.381992121553179
1400000US36001014612,0.0,62.34739178690344,0.0,29.078801331853498,0.0,0.0,0.02774694783573807,3.218645948945616,5.3274139844617086,0.0,16.737791342952274
1400000US36001014613,1.4171311925885217,15.08989557980686,0.6359425296380623,42.32681688519013,0.0,0.009159666064745754,0.11253304022401926,25.71772526235901,11.823820365863233,2.866975478265421,4.280891455802751
1400000US36001014614,0.12987012987012986,68.25974025974027,0.0,25.38961038961039,0.0,0.0,0.012987012987012988,1.4285714285714286,4.77922077922078,0.0,18.714415584415583
1400000US36001014615,0.15001500150015,53.285328532853285,0.075007500750075,24.842484248424842,0.0,0.045004500450045004,0.24002400240024005,8.685868586858685,12.661266126612661,0.015001500150015003,11.942544054494299
1400000US36001014616,0.0,78.7483414418399,0.0,19.338788146837683,0.0,0.033171163202122954,0.033171163202122954,0.022114108801415303,1.8244139761167626,0.0,21.510296222882943
